Marker	chr	pos	uniqpos	chrom	Genome
A15804_6A_100	6A.1	226.075	6841.173	6A	A
A15353_6A_70	6A.1	226.597	6841.695	6A	A
A6563_6A_100	6A.1	229.06	6844.158	6A	A
A29055_6A_100	6A.1	230.948	6846.046	6A	A
A20236_6A_100	6A.1	232.279	6847.377	6A	A
A9759_6A_70	6A.1	233.611	6848.709	6A	A
A10213_6A_100	6A.1	233.87	6848.968	6A	A
A28837_6A_70	6A.1	235.478	6850.576	6A	A
A13451_6A_100	6A.1	236.672	6851.77	6A	A
A17406_6A_100	6A.1	236.931	6852.029	6A	A
A17042_6A_70	6A.1	237.321	6852.419	6A	A
A13088_6A_70	6A.1	237.58	6852.678	6A	A
A17043_unk_70	6A.1	238.102	6853.2	6A	A
A21806_6A_100	6A.1	238.362	6853.46	6A	A
A10002_6A_100	6A.1	238.752	6853.85	6A	A
A16921_6A_100	6A.1	239.674	6854.772	6A	A
A16550_6A_6D_70	6A.1	240.329	6855.427	6A	A
A13089_6A_70	6A.1	241.117	6856.215	6A	A
A13452_6A_100	6A.1	241.639	6856.737	6A	A
A10068_6A_70	6A.1	243.108	6858.206	6A	A
A20494_6A_70	6A.1	245.861	6860.959	6A	A
A9635_6A_70	6A.1	247.891	6862.989	6A	A
A23652_6A_70	6A.1	248.949	6864.047	6A	A
A24014_6A_100	6A.1	250.006	6865.104	6A	A
A28787_6A_100	6A.1	251.337	6866.435	6A	A
A28532_6A_70	6A.1	252.395	6867.493	6A	A
A10494_6A_70	6A.1	254.003	6869.101	6A	A
A5401_6A_70	6A.1	255.61	6870.708	6A	A
A25102_6A_6D_70	6A.1	257.079	6872.177	6A	A
A24816_6A_70	6A.1	258.548	6873.646	6A	A
A12299_6A_100	6A.1	260.578	6875.676	6A	A
A11935_6A_70	6A.1	261.366	6876.464	6A	A
A13997_6A_100	6A.1	263.397	6878.495	6A	A
A8162_6A_100	6A.1	264.87	6879.968	6A	A
A10444_6A_100	6A.1	266.201	6881.299	6A	A
A27475_6A_100	6A.1	268.662	6883.76	6A	A
A10100_6A_100	6A.1	270.692	6885.79	6A	A
A13327_6A_100	6A.1	273.299	6888.397	6A	A
A28840_6A_6B_70	6A.1	278.553	6893.651	6A	A
A29057_6A_6B_100	6A.1	279.884	6894.982	6A	A
A13261_6A_100	6A.1	280.806	6895.904	6A	A
A12918_6A_70	6A.1	281.328	6896.426	6A	A
A25842_6A_100	6A.1	283.504	6898.602	6A	A
A1780_6A_100	6A.1	289.612	6904.71	6A	A
A29412_6A_100	6A.1	292.515	6907.613	6A	A
A29202_6A_70	6A.1	294.689	6909.787	6A	A
A1859_6A_70	6A.1	297.443	6912.541	6A	A
A20897_6A_70	6A.1	300.948	6916.046	6A	A
A21203_6A_100	6A.1	303.558	6918.656	6A	A
A16449_unk_100	6A.1	305.308	6920.406	6A	A
A16448_6A_100	6A.1	307.626	6922.724	6A	A
A4337_unk_100	6A.1	317.543	6932.641	6A	A
A4466_unk_70	6A.1	322.837	6937.935	6A	A
A18219_unk_70	6A.1	329.488	6944.586	6A	A
A1449_6A_70	6A.2	17.695	6987.281	6A	A
A1348_6A_100	6A.2	27.079	6996.665	6A	A
A25708_6A_100	6A.2	35.036	7004.622	6A	A
A20576_6A_70	6A.2	59.529	7029.115	6A	A
A20505_unk_70	6A.2	70.523	7040.109	6A	A
A20802_unk_100	6A.2	76.154	7045.74	6A	A
A25587_6A_100	6A.2	78.617	7048.203	6A	A
A11563_unk_100	6A.2	80.937	7050.523	6A	A
A690_6A_100	6A.2	83.404	7052.99	6A	A
A25952_6A_100	6A.2	87.229	7056.815	6A	A
A27175_unk_100	6A.2	92.338	7061.924	6A	A
A27176_unk_100	6A.2	95.099	7064.685	6A	A
A9374_unk_100	6A.2	97.854	7067.44	6A	A
A8900_unk_70	6A.2	102.475	7072.061	6A	A
A7750_unk_70	6A.2	108.579	7078.165	6A	A
A28108_6A_100	6A.2	115.927	7085.513	6A	A
A25548_6A_100	6A.2	123.275	7092.861	6A	A
A25092_6A_70	6A.2	124.887	7094.473	6A	A
A25110_unk_70	6A.2	126.775	7096.361	6A	A
A9631_6A_6D_70	6A.2	129.384	7098.97	6A	A
A10095_6A_100	6A.2	131.861	7101.447	6A	A
A26609_6A_100	6A.2	134.773	7104.359	6A	A
A15292_6A_6D_100	6A.2	136.813	7106.399	6A	A
A26414_6A_100	6A.2	138.282	7107.868	6A	A
A1527_unk_100	6A.2	139.07	7108.656	6A	A
A18601_unk_100	6A.2	140.68	7110.266	6A	A
A12463_6A_100	6A.2	142.151	7111.737	6A	A
A12108_6A_70	6A.2	143.902	7113.488	6A	A
A13799_unk_70	6A.2	145.512	7115.098	6A	A
A1611_unk_70	6A.2	147.975	7117.561	6A	A
A6374_unk_70	6A.2	149.584	7119.17	6A	A
A26027_6A_70	6A.2	150.506	7120.092	6A	A
A18247_6A_70	6A.2	151.979	7121.565	6A	A
A26248_6A_70	6A.2	154.74	7124.326	6A	A
A4041_6A_70	6A.2	156.914	7126.5	6A	A
A14464_6A_70	6A.2	163.187	7132.773	6A	A
A14895_6A_100	6A.2	167.795	7137.381	6A	A
A540_6B_6D_70	6B.1	0	7187.381	6B	B
A29259_6B_100	6B.1	24.06	7211.441	6B	B
A29033_6B_70	6B.1	29.701	7217.082	6B	B
A4028_6B_70	6B.1	37.855	7225.236	6B	B
A21927_6B_100	6B.1	50.824	7238.205	6B	B
A2879_6B_100	6B.1	62.802	7250.183	6B	B
A2880_unk_100	6B.1	64.982	7252.363	6B	B
A25425_unk_70	6B.1	160.935	7348.316	6B	B
A25862_unk_100	6B.1	166.745	7354.126	6B	B
A4297_6B_100	6B.2	0	7379.126	6B	B
A9460_6B_100	6B.2	4.3	7383.426	6B	B
A8991_6B_70	6B.2	11.176	7390.302	6B	B
A24076_unk_70	6B.2	13.642	7392.768	6B	B
A4422_6B_70	6B.2	17.001	7396.127	6B	B
A17002_6D_70	6D.1	0	7446.127	6D	D
A20523_unk_70	6D.1	5.253	7451.38	6D	D
A28870_unk_70	6D.1	10.015	7456.142	6D	D
A20522_6D_70	6D.1	14.46	7460.587	6D	D
A9247_6D_70	6D.1	19.551	7465.678	6D	D
A9708_6D_100	6D.1	27.89	7474.017	6D	D
A27891_2D_6D_100	6D.1	30.064	7476.191	6D	D
A10187_6D_100	6D.1	32.671	7478.798	6D	D
A17359_6D_100	6D.1	34.702	7480.829	6D	D
A20814_unk_100	6D.1	36.875	7483.002	6D	D
A29092_unk_100	6D.1	38.905	7485.032	6D	D
A9311_unk_100	6D.1	40.652	7486.779	6D	D
A19898_6D_100	6D.1	42.685	7488.812	6D	D
A11837_6D_100	6D.1	44.296	7490.423	6D	D
A8703_6D_100	6D.1	47.661	7493.788	6D	D
A8248_6A_6D_70	6D.1	62.044	7508.171	6D	D
A12529_6D_70	6D.2	74.53	7607.701	6D	D
A13057_6D_70	6D.2	84.789	7617.96	6D	D
A17919_6D_100	6D.2	133.807	7666.978	6D	D
A28225_6D_100	6D.2	138.588	7671.759	6D	D
A26325_6D_70	6D.3	0	7696.759	6D	D
A8103_unk_100	6D.3	11.635	7708.394	6D	D
A8102_6D_100	6D.3	16.081	7712.84	6D	D
A17686_6D_100	6D.3	19.593	7716.352	6D	D
A26658_6D_100	6D.3	23.255	7720.014	6D	D
A12619_unk_100	7A.1	22.993	7793.007	7A	A
A8239_unk_70	7A.1	40.513	7810.527	7A	A
A8691_7A_100	7A.1	42.261	7812.275	7A	A
A21458_7A_100	7A.1	42.916	7812.93	7A	A
A7652_7A_100	7A.1	43.974	7813.988	7A	A
A22352_7A_100	7A.1	45.304	7815.318	7A	A
A17361_7A_70	7A.1	46.227	7816.241	7A	A
A27486_unk_70	7A.1	46.881	7816.895	7A	A
A6828_unk_70	7A.1	47.804	7817.818	7A	A
A28006_unk_100	7A.1	48.726	7818.74	7A	A
A28979_7A_70	7A.1	50.335	7820.349	7A	A
A28209_7A_100	7A.1	53.089	7823.103	7A	A
A27910_7A_70	7A.1	54.283	7824.297	7A	A
A11442_unk_70	7A.1	58.722	7828.736	7A	A
A11819_unk_100	7A.1	59.644	7829.658	7A	A
A1135_7A_100	7A.1	61.252	7831.266	7A	A
A1225_7A_70	7A.1	61.907	7831.921	7A	A
A27778_7A_7D_70	7A.1	62.429	7832.443	7A	A
A28064_unk_100	7A.1	62.819	7832.833	7A	A
A27792_unk_100	7A.1	63.341	7833.355	7A	A
A28007_7A_100	7A.1	64.398	7834.412	7A	A
A18990_4A_7A_100	7A.1	65.321	7835.335	7A	A
A1753_4A_100	7A.1	67.209	7837.223	7A	A
A22121_7A_70	7A.1	69.382	7839.396	7A	A
A22299_7A_100	7A.1	70.036	7840.05	7A	A
A1831_7A_7D_100	7A.1	71.094	7841.108	7A	A
A8032_unk_100	7A.1	72.847	7842.861	7A	A
A554_7A_70	7A.1	74.744	7844.758	7A	A
A515_7A_100	7A.1	75.134	7845.148	7A	A
A29140_7A_100	7A.1	76.198	7846.212	7A	A
A28912_7A_70	7A.1	76.59	7846.604	7A	A
A23635_unk_70	7A.1	77.382	7847.396	7A	A
A23999_unk_100	7A.1	78.037	7848.051	7A	A
A13808_7A_100	7A.1	80.068	7850.082	7A	A
A13448_7A_70	7A.1	81.676	7851.69	7A	A
A20710_7A_100	7A.1	89.774	7859.788	7A	A
A18617_7A_100	7A.1	90.296	7860.31	7A	A
A7366_7A_100	7A.1	95.226	7865.24	7A	A
A10843_7A_100	7A.1	97.257	7867.271	7A	A
A10412_7A_70	7A.1	101.391	7871.405	7A	A
A6985_7A_70	7A.1	104.148	7874.162	7A	A
A8909_7A_70	7A.1	109.078	7879.092	7A	A
A97_7A_70	7A.1	117.348	7887.362	7A	A
A95_7A_100	7A.1	121.01	7891.024	7A	A
A17438_7A_100	7A.1	124.517	7894.531	7A	A
A535_7A_100	7A.1	128.962	7898.976	7A	A
A664_4A_7A_100	7A.1	134.231	7904.245	7A	A
A711_4A_7A_70	7A.1	140.201	7910.215	7A	A
A23213_7A_70	7A.1	145.635	7915.649	7A	A
A23605_7A_100	7A.1	150.945	7920.959	7A	A
A17436_7A_100	7A.1	153.998	7924.012	7A	A
A26368_7A_100	7A.1	156.902	7926.916	7A	A
A2224_7A_100	7A.1	161.342	7931.356	7A	A
A2308_7A_70	7A.1	163.661	7933.675	7A	A
A20939_7A_100	7A.1	171.947	7941.961	7A	A
A20650_7A_70	7A.1	177.216	7947.23	7A	A
A12747_7A_70	7A.1	184.197	7954.211	7A	A
A13092_7A_100	7A.1	187.248	7957.262	7A	A
A3066_7A_100	7A.1	190.154	7960.168	7A	A
A7452_7A_100	7A.1	198.44	7968.454	7A	A
A7080_7A_70	7A.1	204.218	7974.232	7A	A
A28036_unk_100	7A.1	215.605	7985.619	7A	A
A27749_unk_70	7A.1	221.201	7991.215	7A	A
A24243_7A_100	7A.1	236.301	8006.315	7A	A
A23874_7A_70	7A.1	242.936	8012.95	7A	A
A3509_4A_7A_70	7A.1	248.862	8018.876	7A	A
A16650_7A_70	7A.1	265.822	8035.836	7A	A
A16371_7A_70	7A.1	280.963	8050.977	7A	A
A3620_7A_70	7A.1	287.244	8057.258	7A	A
A3621_7A_70	7A.1	289.999	8060.013	7A	A
A3529_7A_100	7A.1	297.543	8067.557	7A	A
A3528_7A_100	7A.1	301.048	8071.062	7A	A
A18535_7A_100	7A.1	311.164	8081.178	7A	A
A457_unk_100	7A.1	318.518	8088.532	7A	A
A18174_7A_70	7A.1	331.284	8101.298	7A	A
A28716_7D_70	7A.1	337.57	8107.584	7A	A
A25128_5A_7A_70	7A.1	346.047	8116.061	7A	A
A18518_7A_70	7A.1	354.128	8124.142	7A	A
A6601_7A_70	7A.1	355.736	8125.75	7A	A
A1707_7A_70	7A.1	357.624	8127.638	7A	A
A13675_7A_70	7A.1	359.94	8129.954	7A	A
A26436_unk_70	7A.1	363.445	8133.459	7A	A
A26750_unk_100	7A.1	366.809	8136.823	7A	A
A21543_7A_100	7A.1	369.416	8139.43	7A	A
A21281_7A_70	7A.1	371.884	8141.898	7A	A
A11561_7A_70	7A.1	373.632	8143.646	7A	A
A11940_7A_100	7A.1	375.806	8145.82	7A	A
A6958_7A_100	7A.1	377.694	8147.708	7A	A
A14075_7A_100	7A.1	379.442	8149.456	7A	A
A5742_7A_100	7A.1	381.189	8151.203	7A	A
A1620_7A_100	7A.1	383.656	8153.67	7A	A
A21801_7A_7B_100	7A.1	391.019	8161.033	7A	A
A5128_7A_100	7A.1	393.191	8163.205	7A	A
A21148_7A_100	7A.1	395.945	8165.959	7A	A
A11730_7A_100	7A.1	399.456	8169.47	7A	A
A17961_7A_70	7A.1	405.051	8175.065	7A	A
A17960_unk_70	7A.1	410.314	8180.328	7A	A
A9015_7A_70	7A.1	415.57	8185.584	7A	A
A9785_7A_70	7A.1	417.458	8187.472	7A	A
A10234_7A_100	7A.1	421.753	8191.767	7A	A
A13633_7A_100	7A.1	434.736	8204.75	7A	A
A12059_7A_100	7A.1	437.643	8207.657	7A	A
A26548_7A_100	7A.1	441.933	8211.947	7A	A
A26187_7A_70	7A.1	451.665	8221.679	7A	A
A11690_7A_70	7A.1	457.616	8227.63	7A	A
A4486_7A_70	7A.2	30.257	8282.887	7A	A
A4361_7A_100	7A.2	36.548	8289.178	7A	A
A25375_unk_100	7A.2	46.414	8299.044	7A	A
A11336_7A_100	7A.2	53.756	8306.386	7A	A
A10967_7A_70	7A.2	55.788	8308.418	7A	A
A1870_7A_70	7A.2	58.988	8311.618	7A	A
A21747_7A_70	7A.2	61.449	8314.079	7A	A
A25590_7A_70	7A.2	64.061	8316.691	7A	A
A26019_7A_100	7A.2	65.812	8318.442	7A	A
A21939_7A_100	7A.2	68.717	8321.347	7A	A
A11372_7A_70	7A.2	71.484	8324.114	7A	A
A11743_7A_100	7A.2	72.407	8325.037	7A	A
A18464_7A_100	7A.2	75.163	8327.793	7A	A
A25588_unk_100	7A.2	78.977	8331.607	7A	A
A4550_7A_7D_100	7A.2	82.183	8334.813	7A	A
A4693_7A_7D_70	7A.2	83.243	8335.873	7A	A
A21357_7A_70	7A.2	86.307	8338.937	7A	A
A21616_7A_100	7A.2	87.501	8340.131	7A	A
A627_7A_70	7A.2	89.969	8342.599	7A	A
A580_7A_100	7A.2	90.359	8342.989	7A	A
A25813_7A_100	7A.2	91.282	8343.912	7A	A
A25369_7A_70	7A.2	91.541	8344.171	7A	A
A27465_7A_100	7A.2	93.429	8346.059	7A	A
A27155_7A_70	7A.2	93.951	8346.581	7A	A
A26312_unk_100	7A.2	95.145	8347.775	7A	A
A28790_7A_100	7A.2	95.667	8348.297	7A	A
A16101_7D_100	7A.2	97.276	8349.906	7A	A
A29271_7A_70	7A.2	99.45	8352.08	7A	A
A29480_7A_100	7A.2	99.579	8352.209	7A	A
A10352_7A_100	7A.2	100.369	8352.999	7A	A
A7288_7A_70	7A.2	105.794	8358.424	7A	A
A28908_7A_70	7A.2	110.242	8362.872	7A	A
A29135_7A_100	7A.2	113.748	8366.378	7A	A
A8589_7A_100	7A.2	115.356	8367.986	7A	A
A18747_7A_100	7A.2	117.672	8370.302	7A	A
A10337_7A_100	7A.2	119.141	8371.771	7A	A
A6983_7A_100	7A.2	120.064	8372.694	7A	A
A12852_7A_100	7A.2	121.671	8374.301	7A	A
A4808_7A_100	7A.2	123.141	8375.771	7A	A
A25791_6A_7A_100	7A.2	126.345	8378.975	7A	A
A25082_7A_100	7A.2	128.092	8380.722	7A	A
A10414_7A_100	7A.2	129.423	8382.053	7A	A
A21882_7A_100	7A.2	134.51	8387.14	7A	A
A6628_7A_70	7A.2	139.763	8392.393	7A	A
A25344_6A_7A_70	7A.2	143.582	8396.212	7A	A
A24681_3A_7A_70	7A.2	145.47	8398.1	7A	A
A24553_7A_100	7A.2	149.602	8402.232	7A	A
A24179_7A_70	7A.2	151.785	8404.415	7A	A
A24035_7A_100	7A.2	156.743	8409.373	7A	A
A23672_7A_70	7A.2	157.002	8409.632	7A	A
A1869_7A_70	7A.2	159.904	8412.534	7A	A
A1790_7A_100	7A.2	160.692	8413.322	7A	A
A9957_7A_70	7A.2	163.892	8416.522	7A	A
A10410_7A_100	7A.2	164.151	8416.781	7A	A
A3629_7A_70	7A.2	165.9	8418.53	7A	A
A7626_unk_70	7A.2	166.824	8419.454	7A	A
A7672_7A_70	7A.2	168.293	8420.923	7A	A
A4465_7A_100	7A.2	169.9	8422.53	7A	A
A4599_7A_70	7A.2	170.555	8423.185	7A	A
A16446_7A_100	7A.2	171.886	8424.516	7A	A
A10992_unk_100	7A.2	172.945	8425.575	7A	A
A27083_7A_100	7A.2	174.14	8426.77	7A	A
A3584_7A_100	7A.2	175.891	8428.521	7A	A
A15424_7A_100	7A.2	177.922	8430.552	7A	A
A9796_7A_100	7A.2	179.813	8432.443	7A	A
A4348_7A_100	7A.2	181.843	8434.473	7A	A
A24993_7A_70	7A.2	182.631	8435.261	7A	A
A25436_7A_100	7A.2	183.021	8435.651	7A	A
A21010_7A_70	7A.2	184.352	8436.982	7A	A
A12350_7A_100	7A.2	185.409	8438.039	7A	A
A15426_7A_100	7A.2	186.879	8439.509	7A	A
A18921_7A_100	7A.2	187.27	8439.9	7A	A
A18568_7A_70	7A.2	187.529	8440.159	7A	A
A16021_7A_100	7A.2	188.723	8441.353	7A	A
A15666_7A_70	7A.2	189.512	8442.142	7A	A
A27395_7A_100	7A.2	190.3	8442.93	7A	A
A27078_7A_70	7A.2	190.822	8443.452	7A	A
A28694_7A_100	7A.2	191.881	8444.511	7A	A
A28423_7A_70	7A.2	192.01	8444.64	7A	A
A17046_7A_70	7A.2	192.665	8445.295	7A	A
A17411_7A_100	7A.2	192.794	8445.424	7A	A
A24078_7A_70	7A.2	193.184	8445.814	7A	A
A7923_7A_70	7A.2	193.574	8446.204	7A	A
A12140_7A_7D_100	7A.2	195.185	8447.815	7A	A
A3339_7A_100	7A.2	196.932	8449.562	7A	A
A3427_7A_70	7A.2	197.454	8450.084	7A	A
A16100_7A_70	7A.2	198.109	8450.739	7A	A
A27737_7A_100	7A.2	199.716	8452.346	7A	A
A15228_5D_100	7A.2	201.746	8454.376	7A	A
A24011_7A_100	7A.2	203.636	8456.266	7A	A
A379_7A_100	7A.2	204.83	8457.46	7A	A
A3947_unk_100	7A.2	206.86	8459.49	7A	A
A4049_unk_70	7A.2	207.382	8460.012	7A	A
A3946_unk_100	7A.2	209.698	8462.328	7A	A
A4048_unk_70	7A.2	210.22	8462.85	7A	A
A6449_7A_100	7A.2	212.682	8465.312	7A	A
A6077_4A_7A_70	7A.2	214.429	8467.059	7A	A
A2123_7A_100	7A.2	217.332	8469.962	7A	A
A7867_7A_100	7A.2	220.087	8472.717	7A	A
A7503_7A_70	7A.2	221.145	8473.775	7A	A
A21285_7A_70	7A.2	224.804	8477.434	7A	A
A21547_7A_100	7A.2	226.273	8478.903	7A	A
A8782_7A_100	7A.2	227.884	8480.514	7A	A
A21546_unk_100	7A.2	229.352	8481.982	7A	A
A15857_7A_100	7A.2	233.475	8486.105	7A	A
A15476_7A_70	7A.2	234.669	8487.299	7A	A
A5161_1D_7A_70	7A.2	236.559	8489.189	7A	A
A5069_1A_7A_70	7A.2	239.167	8491.797	7A	A
A5043_1A_7A_100	7A.2	242.828	8495.458	7A	A
A19762_7A_100	7A.2	246.335	8498.965	7A	A
A9600_7A_70	7A.2	252.281	8504.911	7A	A
A10070_7A_100	7A.2	255.343	8507.973	7A	A
A15619_7A_100	7A.2	261.291	8513.921	7A	A
A19362_7A_100	7A.2	272.398	8525.028	7A	A
A25619_7A_70	7A.2	285.771	8538.401	7A	A
A3578_7A_70	7A.2	304.584	8557.214	7A	A
A3488_7A_100	7A.2	316.089	8568.719	7A	A
A16792_7A_100	7A.2	327.413	8580.043	7A	A
A20208_7A_100	7A.2	348.36	8600.99	7A	A
A2177_7A_70	7A.2	379.761	8632.391	7A	A
A2084_7A_100	7A.2	383.727	8636.357	7A	A
A1233_unk_100	7A.2	390.888	8643.518	7A	A
A28094_7A_100	7A.2	395.654	8648.284	7A	A
A8198_unk_100	7A.2	399.779	8652.409	7A	A
A7816_unk_70	7A.2	404.065	8656.695	7A	A
A1326_unk_70	7A.2	408.351	8660.981	7A	A
A13415_unk_70	7A.2	412.007	8664.637	7A	A
A13775_unk_100	7A.2	415.983	8668.613	7A	A
A14506_7A_70	7A.2	453.317	8705.947	7A	A
A18485_7B_70	7B.1	0	8755.947	7B	B
A13467_unk_100	7B.1	7.707	8763.654	7B	B
A24607_7B_100	7B.1	9.314	8765.261	7B	B
A13460_7B_100	7B.1	11.487	8767.434	7B	B
A4476_7B_100	7B.1	13.804	8769.751	7B	B
A29088_7B_100	7B.1	14.861	8770.808	7B	B
A28866_7B_70	7B.1	18.369	8774.316	7B	B
A1992_7B_100	7B.1	24.652	8780.599	7B	B
A2074_7B_70	7B.1	27.122	8783.069	7B	B
A24389_7B_70	7B.1	30.175	8786.122	7B	B
A25256_7B_100	7B.1	33.529	8789.476	7B	B
A17963_unk_100	7B.1	36.58	8792.527	7B	B
A17577_unk_70	7B.1	38.327	8794.274	7B	B
A29370_7B_100	7B.1	41.378	8797.325	7B	B
A14901_7B_100	7B.1	42.032	8797.979	7B	B
A14470_7B_70	7B.1	43.226	8799.173	7B	B
A1617_unk_100	7B.1	47.352	8803.299	7B	B
A6952_unk_100	7B.1	48.41	8804.357	7B	B
A6596_unk_70	7B.1	49.198	8805.145	7B	B
A6041_7B_70	7B.1	49.986	8805.933	7B	B
A6410_7B_100	7B.1	50.508	8806.455	7B	B
A14296_7B_100	7B.1	51.162	8807.109	7B	B
A28023_7B_100	7B.1	52.22	8808.167	7B	B
A14619_unk_100	7B.1	53.689	8809.636	7B	B
A28353_7B_100	7B.1	55.019	8810.966	7B	B
A23598_7B_70	7B.1	55.942	8811.889	7B	B
A14511_7B_70	7B.1	58.554	8814.501	7B	B
A14123_unk_70	7B.1	61.906	8817.853	7B	B
A25356_1B_6B_70	7B.1	63.936	8819.883	7B	B
A25802_unk_100	7B.1	64.993	8820.94	7B	B
A22285_7B_100	7B.1	67.895	8823.842	7B	B
A10571_unk_100	7B.1	70.948	8826.895	7B	B
A3241_7B_100	7B.1	72.006	8827.953	7B	B
A1679_7B_100	7B.1	72.528	8828.475	7B	B
A1757_7B_70	7B.1	73.858	8829.805	7B	B
A25519_7B_70	7B.1	75.606	8831.553	7B	B
A3392_unk_70	7B.1	77.779	8833.726	7B	B
A3302_unk_100	7B.1	78.169	8834.116	7B	B
A14375_7B_100	7B.1	81.52	8837.467	7B	B
A786_7B_70	7B.1	83.983	8839.93	7B	B
A14829_7B_100	7B.1	89.41	8845.357	7B	B
A2222_7B_100	7B.1	96.582	8852.529	7B	B
A1251_7B_100	7B.1	99.936	8855.883	7B	B
A7092_7B_100	7B.1	111.961	8867.908	7B	B
A6737_7B_70	7B.1	114.135	8870.082	7B	B
A28521_7B_70	7B.1	119.067	8875.014	7B	B
A19927_7B_70	7B.1	120.955	8876.902	7B	B
A20224_7B_100	7B.1	122.149	8878.096	7B	B
A19270_7B_100	7B.1	123.48	8879.427	7B	B
A18942_7B_70	7B.1	124.269	8880.216	7B	B
A27811_7B_70	7B.1	125.6	8881.547	7B	B
A28100_7B_100	7B.1	126.657	8882.604	7B	B
A7384_unk_100	7B.1	127.58	8883.527	7B	B
A13695_7B_100	7B.1	128.234	8884.181	7B	B
A13335_7B_70	7B.1	129.292	8885.239	7B	B
A1872_7D_70	7B.1	131.326	8887.273	7B	B
A21918_7B_70	7B.1	133.643	8889.59	7B	B
A8161_unk_100	7B.1	135.959	8891.906	7B	B
A28775_7B_100	7B.1	138.132	8894.079	7B	B
A27382_7B_100	7B.1	139.464	8895.411	7B	B
A18112_7B_100	7B.1	140.795	8896.742	7B	B
A17741_7B_70	7B.1	141.583	8897.53	7B	B
A16908_7B_70	7B.1	143.33	8899.277	7B	B
A17273_7B_100	7B.1	144.388	8900.335	7B	B
A2276_7B_70	7B.1	146.999	8902.946	7B	B
A1012_7B_70	7B.1	149.608	8905.555	7B	B
A12645_7A_7B_100	7B.1	154.37	8910.317	7B	B
A13271_7B_70	7B.1	180.963	8936.91	7B	B
A13631_7B_100	7B.1	187.096	8943.043	7B	B
A436_7B_100	7B.1	191.068	8947.015	7B	B
A464_7B_70	7B.1	193.531	8949.478	7B	B
A1163_7B_100	7B.1	203.187	8959.134	7B	B
A15292_7B_70	7B.1	204.381	8960.328	7B	B
A26331_7B_70	7B.1	206.128	8962.075	7B	B
A29358_7B_70	7B.1	208.016	8963.963	7B	B
A7542_7B_100	7B.1	208.54	8964.487	7B	B
A12716_5B_70	7B.1	208.799	8964.746	7B	B
A8137_7B_7D_70	7B.1	209.454	8965.401	7B	B
A3856_7B_7D_100	7B.1	210.108	8966.055	7B	B
A19021_7B_100	7B.1	210.896	8966.843	7B	B
A29566_7B_100	7B.1	214.247	8970.194	7B	B
A29362_7B_70	7B.1	215.306	8971.253	7B	B
A6732_7B_70	7B.1	218.966	8974.913	7B	B
A15681_7B_100	7B.1	219.754	8975.701	7B	B
A15553_7B_70	7B.1	220.542	8976.489	7B	B
A661_7B_7D_70	7B.1	221.33	8977.277	7B	B
A616_7B_100	7B.1	221.589	8977.536	7B	B
A547_7B_70	7B.1	222.647	8978.594	7B	B
A7159_7B_70	7B.1	223.705	8979.652	7B	B
A27499_7B_70	7B.1	226.458	8982.405	7B	B
A29236_6B_7B_100	7B.1	229.212	8985.159	7B	B
A13982_7B_100	7B.1	230.82	8986.767	7B	B
A11619_7B_70	7B.1	233.281	8989.228	7B	B
A11998_7B_100	7B.1	234.07	8990.017	7B	B
A1081_7B_100	7B.1	235.686	8991.633	7B	B
A7530_7B_100	7B.1	236.611	8992.558	7B	B
A7157_7B_70	7B.1	237.534	8993.481	7B	B
A1169_7B_70	7B.1	238.188	8994.135	7B	B
A26499_7B_70	7B.1	238.843	8994.79	7B	B
A26799_7B_100	7B.1	238.972	8994.919	7B	B
A16746_7B_100	7B.1	240.166	8996.113	7B	B
A7780_7B_70	7B.1	241.496	8997.443	7B	B
A8163_7B_100	7B.1	242.827	8998.774	7B	B
A16991_7B_70	7B.1	244.158	9000.105	7B	B
A17351_7B_100	7B.1	244.287	9000.234	7B	B
A7089_7B_100	7B.1	245.21	9001.157	7B	B
A26244_unk_100	7B.1	245.6	9001.547	7B	B
A19968_3D_7B_100	7B.1	246.794	9002.741	7B	B
A23718_2B_7B_100	7B.1	247.987	9003.934	7B	B
A23353_2B_7B_70	7B.1	248.775	9004.722	7B	B
A3277_7B_100	7B.1	250.527	9006.474	7B	B
A2003_7B_100	7B.1	252.275	9008.222	7B	B
A22210_7B_100	7B.1	254.163	9010.11	7B	B
A22035_7B_70	7B.1	254.817	9010.764	7B	B
A9264_7B_100	7B.1	255.74	9011.687	7B	B
A12470_7B_100	7B.1	256.933	9012.88	7B	B
A9271_7B_100	7B.1	258.264	9014.211	7B	B
A19875_7B_100	7B.1	259.733	9015.68	7B	B
A19559_7B_70	7B.1	259.992	9015.939	7B	B
A24048_7B_70	7B.1	261.186	9017.133	7B	B
A24430_7B_100	7B.1	261.445	9017.392	7B	B
A7582_4B_7B_100	7B.1	262.503	9018.45	7B	B
A4719_7B_70	7B.1	263.561	9019.508	7B	B
A10447_7B_100	7B.1	265.031	9020.978	7B	B
A10471_7B_100	7B.1	266.224	9022.171	7B	B
A6982_7B_100	7B.1	267.012	9022.959	7B	B
A6627_unk_70	7B.1	268.345	9024.292	7B	B
A18501_7B_100	7B.1	274.1	9030.047	7B	B
A1503_7B_100	7B.1	278.545	9034.492	7B	B
A1684_7B_7D_100	7B.1	280.72	9036.667	7B	B
A12670_7B_100	7B.1	281.644	9037.591	7B	B
A21442_7B_100	7B.1	282.299	9038.246	7B	B
